Conservation Unit,Brood Year,rec2,rec3,rec4,rec5,total rec (4+5),effective female spawners,DUID
Kamloops-ES,1955,0,0.000007,0.052497,0.00786,0.060357,0.002905,11
Kamloops-ES,1956,0,0,0.017335,0.008029,0.025364,0.005179,11
Kamloops-ES,1957,0,0.000072,0.018932,0.002011,0.020943,0.003314,11
Kamloops-ES,1958,0,0.000023,0.022591,0.000512,0.023103,0.006235,11
Kamloops-ES,1959,0,0,0.020417,0.003167,0.023584,0.005232,11
Kamloops-ES,1960,0,0.000064,0.014715,0.002049,0.016764,0.002252,11
Kamloops-ES,1961,0,0.000032,0.022139,0.002154,0.024293,0.003014,11
Kamloops-ES,1962,0,0,0.037568,0.002981,0.040549,0.004197,11
Kamloops-ES,1963,0,0.000018,0.00909,0.000265,0.009355,0.002693,11
Kamloops-ES,1964,0,0.000081,0.040283,0.008228,0.048511,0.002666,11
Kamloops-ES,1965,0,0.000073,0.018867,0.001686,0.020553,0.002669,11
Kamloops-ES,1966,0,0.00032,0.020483,0.002736,0.023219,0.002666,11
Kamloops-ES,1967,0,0.000037,0.008226,0.001395,0.009621,0.000358,11
Kamloops-ES,1968,0,0.000098,0.100888,0.005411,0.106299,0.003455,11
Kamloops-ES,1969,0,0.000381,0.010279,0.00371,0.013989,0.002577,11
Kamloops-ES,1970,0,0.000037,0.0083,0.000523,0.008823,0.001205,11
Kamloops-ES,1971,0,0.000033,0.00957,0.002116,0.011686,0.000223,11
Kamloops-ES,1972,0,0.000087,0.056973,0.000761,0.057734,0.004507,11
Kamloops-ES,1973,0,0.000022,0.001616,0.007723,0.009339,0.001345,11
Kamloops-ES,1974,0,0.000206,0.011541,0.000476,0.012017,0.001479,11
Kamloops-ES,1975,0,0.000007,0.005632,0.000797,0.006429,0.001391,11
Kamloops-ES,1976,0,0.000056,0.018539,0.001331,0.01987,0.003976,11
Kamloops-ES,1977,0,0,0.002728,0.003189,0.005917,0.000198,11
Kamloops-ES,1978,0,0.000253,0.011888,0.006562,0.01845,0.001343,11
Kamloops-ES,1979,0,0,0.001183,0.001856,0.003039,0.000693,11
Kamloops-ES,1980,0,0.000112,0.047827,0.003784,0.051611,0.002056,11
Kamloops-ES,1981,0,0.000029,0.007366,0.001244,0.00861,0.000312,11
Kamloops-ES,1982,0,0,0.002509,0.001233,0.003742,0.001533,11
Kamloops-ES,1983,0,0.000038,0.002855,0.001196,0.004051,0.001821,11
Kamloops-ES,1984,0,0.000325,0.032692,0.014038,0.04673,0.006701,11
Kamloops-ES,1985,0,0.000007,0.00283,0.001591,0.004421,0.001922,11
Kamloops-ES,1986,0,0,0.002902,0.000111,0.003013,0.00108,11
Kamloops-ES,1987,0,0,0.001399,0.002421,0.00382,0.000723,11
Kamloops-ES,1988,0,0,0.041783,0.008304,0.050087,0.009207,11
Kamloops-ES,1989,0,0.000007,0.007357,0.003935,0.011292,0.000925,11
Kamloops-ES,1990,0,0,0.00161,0.000934,0.002544,0.000412,11
Kamloops-ES,1991,0,0,0.000908,0.000553,0.001461,0.000264,11
Kamloops-ES,1992,0,0.000006,0.065321,0.002024,0.067345,0.004112,11
Kamloops-ES,1993,0,0.000024,0.022386,0.010727,0.033113,0.002934,11
Kamloops-ES,1994,0,0,0.004738,0.022745,0.027483,0.0008,11
Kamloops-ES,1995,0,0.000041,0.022745,0.004484,0.027229,0.000682,11
Kamloops-ES,1996,0,0,0.089315,0.022684,0.111999,0.021381,11
Kamloops-ES,1997,0,0,0.025983,0.025281,0.051264,0.002367,11
Kamloops-ES,1998,0,0.000008,0.004905,0.011325,0.01623,0.003585,11
Kamloops-ES,1999,0,0.000092,0.026426,0.034631,0.061057,0.003499,11
Kamloops-ES,2000,0,0.000053,0.107671,0.007672,0.115343,0.027668,11
Kamloops-ES,2001,0,0,0.079275,0.016425,0.0957,0.016025,11
Kamloops-ES,2002,0,0.000045,0.021369,0.021419,0.042788,0.008402,11
Kamloops-ES,2003,0,0,0.002439,0.00593,0.008369,0.00489,11
Kamloops-ES,2004,0,0.000004,0.039136,0.008951,0.048087,0.003244,11
Kamloops-ES,2005,0,0,0.006515,0.002454,0.008969,0.016967,11
Kamloops-ES,2006,0,0,0.007182,0.009666,0.016848,0.003442,11
Kamloops-ES,2007,0,0,0.006266,NA,NA,0.008064,11
Kamloops-ES,2008,NA,NA,NA,NA,NA,0.003562,11
Kamloops-ES,2009,NA,NA,NA,NA,NA,0.006039,11
Kamloops-ES,2010,NA,NA,NA,NA,NA,0.002389,11
Kamloops-ES,2011,NA,NA,NA,NA,NA,0.00443,11
Kamloops-ES,2012,NA,NA,NA,NA,NA,0.00171,11
Kamloops-ES,2013,NA,NA,NA,NA,NA,0.009045,11
Quesnel-S,1948,0,0,0.000618,0,0.000618,0.000048,16
Quesnel-S,1949,0,0.022455,0.463409,0,0.463409,0.01921,16
Quesnel-S,1950,0,0.000034,0.002014,0,0.002014,0.000264,16
Quesnel-S,1951,0,0,0.000413,0,0.000413,0.000009,16
Quesnel-S,1952,0,0,0.000562,0,0.000562,0.000051,16
Quesnel-S,1953,0,0.005902,0.604123,0.00022,0.604343,0.047564,16
Quesnel-S,1954,0,0,0.010692,0,0.010692,0.000146,16
Quesnel-S,1955,0,0,0.00018,0,0.00018,0.00003,16
Quesnel-S,1956,0,0.000018,0.001115,0,0.001115,0.000039,16
Quesnel-S,1957,0,0.008359,0.98958,0.000144,0.989724,0.132852,16
Quesnel-S,1958,0,0.000027,0.003362,0.000023,0.003385,0.001269,16
Quesnel-S,1959,0,0,0.000165,0,0.000165,0.000029,16
Quesnel-S,1960,0,0.000006,0.001469,0,0.001469,0.000123,16
Quesnel-S,1961,0,0.044481,1.195807,0.000509,1.196316,0.07,16
Quesnel-S,1962,0,0.00003,0.007257,0,0.007257,0.000566,16
Quesnel-S,1963,0,0,0.000956,0,0.000956,0.00004,16
Quesnel-S,1964,0,0,0.002812,0,0.002812,0.000159,16
Quesnel-S,1965,0,0.014161,1.652107,0.000821,1.652928,0.105393,16
Quesnel-S,1966,0,0.000028,0.007038,0.000396,0.007434,0.00104,16
Quesnel-S,1967,0,0.000011,0.00175,0,0.00175,0.000024,16
Quesnel-S,1968,0,0,0.000428,0,0.000428,0.000333,16
Quesnel-S,1969,0,0.006413,1.626582,0.007768,1.63435,0.076565,16
Quesnel-S,1970,0,0,0.020339,0,0.020339,0.000388,16
Quesnel-S,1971,0,0,0.000747,0,0.000747,0.000016,16
Quesnel-S,1972,0,0.000009,0.000856,0,0.000856,0.000046,16
Quesnel-S,1973,0,0.005114,2.326864,0.003929,2.330793,0.112414,16
Quesnel-S,1974,0,0.000021,0.029304,0.00157,0.030874,0.002587,16
Quesnel-S,1975,0,0,0.001865,0,0.001865,0.000105,16
Quesnel-S,1976,0,0,0.001233,0,0.001233,0.000209,16
Quesnel-S,1977,0,0.008446,3.810786,0.054029,3.864815,0.160717,16
Quesnel-S,1978,0,0.000142,0.186073,0.010473,0.196546,0.004349,16
Quesnel-S,1979,0,0,0.002103,0.003908,0.006011,0.000238,16
Quesnel-S,1980,0,0,0.002446,0,0.002446,0.000098,16
Quesnel-S,1981,0,0.019608,9.553856,0.213188,9.767044,0.33229,16
Quesnel-S,1982,0,0,0.499074,0.056312,0.555386,0.020054,16
Quesnel-S,1983,0,0.000033,0.031515,0.008864,0.040379,0.001098,16
Quesnel-S,1984,0,0.000085,0.006868,0,0.006868,0.000551,16
Quesnel-S,1985,0,0.028135,12.137664,0.334171,12.471835,0.692799,16
Quesnel-S,1986,0,0.000041,2.364628,0.168115,2.532743,0.094792,16
Quesnel-S,1987,0,0.000011,0.119437,0.057144,0.176581,0.011238,16
Quesnel-S,1988,0,0,0.026342,0,0.026342,0.004185,16
Quesnel-S,1989,0,0.010417,10.339444,0.280053,10.619497,0.942522,16
Quesnel-S,1990,0,0.000585,2.946813,0.336236,3.283049,0.259553,16
Quesnel-S,1991,0,0.000026,0.100196,0.050671,0.150867,0.024861,16
Quesnel-S,1992,0,0.000001,0.029213,0,0.029213,0.003046,16
Quesnel-S,1993,0,0.001642,6.446036,0.398551,6.844587,1.50735,16
Quesnel-S,1994,0,0.000248,2.263471,0.212902,2.476373,0.356251,16
Quesnel-S,1995,0,0,0.119078,0.048228,0.167306,0.116867,16
Quesnel-S,1996,0,0,0.067906,0.019609,0.087515,0.021719,16
Quesnel-S,1997,0,0.000079,4.358762,0.318446,4.677208,0.904914,16
Quesnel-S,1998,0,0.000056,4.467804,0.272015,4.739819,0.534532,16
Quesnel-S,1999,0,0,0.581976,0.22861,0.810586,0.106908,16
Quesnel-S,2000,0,0,0.038143,0.015667,0.05381,0.037163,16
Quesnel-S,2001,0,0.000042,3.576455,0.115416,3.691871,1.740454,16
Quesnel-S,2002,0,0.000038,0.603583,0.036207,0.63979,1.312599235,16
Quesnel-S,2003,0,0,0.082424,0.060604,0.143028,0.148333,16
Quesnel-S,2004,0,0,0.006545,0.005965,0.01251,0.006629,16
Quesnel-S,2005,0,0,0.197358,0.008049,0.205407,0.777707359,16
Quesnel-S,2006,0,5.58E-05,0.600465,0.047992,0.648457,0.090418,16
Quesnel-S,2007,0,0.000021,0.073169,NA,NA,0.033776,16
Quesnel-S,2008,NA,NA,NA,NA,NA,0.002473,16
Quesnel-S,2009,NA,NA,NA,NA,NA,0.082781,16
Quesnel-S,2010,NA,NA,NA,NA,NA,0.133021,16
Quesnel-S,2011,NA,NA,NA,NA,NA,0.016952,16
Quesnel-S,2012,NA,NA,NA,NA,NA,0.000097,16
Quesnel-S,2013,NA,NA,NA,NA,NA,0.096075,16
Chilko-S/Chilko-ES,1948,0,0.032,1.643062,0.011182,1.654244,0.364597,3
Chilko-S/Chilko-ES,1949,0,0.003732,0.560635,0.010368,0.571003,0.033029,3
Chilko-S/Chilko-ES,1950,0,0.001489,0.183278,0.004705,0.187983,0.006555,3
Chilko-S/Chilko-ES,1951,0,0.003925,0.644911,0.020763,0.665674,0.057563,3
Chilko-S/Chilko-ES,1952,0,0.018732,1.763929,0.035975,1.799904,0.233628,3
Chilko-S/Chilko-ES,1953,0,0.001172,0.514554,0.014004,0.528558,0.094471,3
Chilko-S/Chilko-ES,1954,0,0.012234,0.632132,0.004415,0.636547,0.021247,3
Chilko-S/Chilko-ES,1955,0,0.032418,1.407963,0.031011,1.438974,0.075834,3
Chilko-S/Chilko-ES,1956,0,0.013905,2.379854,0.016684,2.396538,0.368607,3
Chilko-S/Chilko-ES,1957,0,0.000076,0.117362,0.003149,0.120511,0.083128,3
Chilko-S/Chilko-ES,1958,0,0.004055,0.27832,0.013613,0.291933,0.070433,3
Chilko-S/Chilko-ES,1959,0,0.023792,2.080497,0.018659,2.099156,0.272891,3
Chilko-S/Chilko-ES,1960,0,0.005472,0.958877,0.00598,0.964857,0.244864,3
Chilko-S/Chilko-ES,1961,0,0.000256,0.052713,0.011583,0.064296,0.015038,3
Chilko-S/Chilko-ES,1962,0,0.010657,0.960609,0.013582,0.974191,0.042125,3
Chilko-S/Chilko-ES,1963,0,0.037579,1.112861,0.004045,1.116906,0.057207,3
Chilko-S/Chilko-ES,1964,0,0.007252,1.818921,0.05581,1.874731,0.13159,3
Chilko-S/Chilko-ES,1965,0,0.001787,0.138555,0.00236,0.140915,0.020813,3
Chilko-S/Chilko-ES,1966,0,0.026456,0.744469,0.027636,0.772105,0.107541,3
Chilko-S/Chilko-ES,1967,0,0.028734,1.933329,0.023351,1.95668,0.090006,3
Chilko-S/Chilko-ES,1968,0,0.046952,2.349375,0.021925,2.3713,0.181912,3
Chilko-S/Chilko-ES,1969,0,0.004126,0.369954,0.015839,0.385793,0.025519,3
Chilko-S/Chilko-ES,1970,0,0.016775,0.630046,0.001084,0.63113,0.050923,3
Chilko-S/Chilko-ES,1971,0,0.058786,0.740253,0,0.740253,0.097365,3
Chilko-S/Chilko-ES,1972,0,0.042709,1.947465,0.034424,1.981889,0.332353,3
Chilko-S/Chilko-ES,1973,0,0.008835,0.200775,0.006807,0.207582,0.030231,3
Chilko-S/Chilko-ES,1974,0,0.026487,0.641497,0.004312,0.645809,0.071127,3
Chilko-S/Chilko-ES,1975,0,0.022821,1.389008,0.007375,1.396383,0.133782,3
Chilko-S/Chilko-ES,1976,0,0.008457,1.650944,0.025168,1.676112,0.228326,3
Chilko-S/Chilko-ES,1977,0,0.003346,0.190527,0.002743,0.19327,0.020385,3
Chilko-S/Chilko-ES,1978,0,0.008616,1.169034,0.077743,1.246777,0.08557,3
Chilko-S/Chilko-ES,1979,0,0.009358,1.615466,0.072206,1.687672,0.14792,3
Chilko-S/Chilko-ES,1980,0,0.012504,3.920494,0.473961,4.394455,0.293234,3
Chilko-S/Chilko-ES,1981,0,0.001722,0.180656,0.004547,0.185203,0.020164,3
Chilko-S/Chilko-ES,1982,0,0.052424,1.355953,0.131741,1.487694,0.142515,3
Chilko-S/Chilko-ES,1983,0,0.045476,1.71733,0.036418,1.753748,0.213715,3
Chilko-S/Chilko-ES,1984,0,0.011108,0.500714,0.00289,0.503604,0.283152,3
Chilko-S/Chilko-ES,1985,0,0.00097,0.366037,0.1844,0.550437,0.034979,3
Chilko-S/Chilko-ES,1986,0,0.047835,4.413216,0.279555,4.692771,0.165504,3
Chilko-S/Chilko-ES,1987,0,0.011552,4.032356,0.316979,4.349335,0.268111,3
Chilko-S/Chilko-ES,1988,0,0.002697,2.979547,0.157913,3.13746,0.206206,3
Chilko-S/Chilko-ES,1989,0,0.011841,3.015024,0.086942,3.101966,0.042811,3
Chilko-S/Chilko-ES,1990,0,0.013262,2.412516,0.178745,2.591261,0.497991,3
Chilko-S/Chilko-ES,1991,0,0.004495,1.126703,0.128342,1.255045,0.597537,3
Chilko-S/Chilko-ES,1992,0,0.003754,1.773513,0.078754,1.852267,0.319959,3
Chilko-S/Chilko-ES,1993,0,0.018173,3.380892,0.548667,3.929559,0.322298,3
Chilko-S/Chilko-ES,1994,0,0.010606,1.331935,0.072717,1.404652,0.253976,3
Chilko-S/Chilko-ES,1995,0,0.002778,1.045307,0.179013,1.22432,0.298027,3
Chilko-S/Chilko-ES,1996,0,0.000359,1.175834,0.159331,1.335165,0.504469,3
Chilko-S/Chilko-ES,1997,0,0.000222,0.663879,0.204615,0.868494,0.509298,3
Chilko-S/Chilko-ES,1998,0,0.001084,0.423716,0.073801,0.497517,0.467624,3
Chilko-S/Chilko-ES,1999,0,0.002228,1.44998,0.109275,1.559255,0.432565,3
Chilko-S/Chilko-ES,2000,0,0.003918,0.42496,0.027152,0.452112,0.395559,3
Chilko-S/Chilko-ES,2001,0,0.000176,1.001606,0.089122,1.090728,0.331244,3
Chilko-S/Chilko-ES,2002,0,0.004514,1.119367,0.106118,1.225485,0.21505,3
Chilko-S/Chilko-ES,2003,0,0.000557,0.321849,0.029357,0.351206,0.334896,3
Chilko-S/Chilko-ES,2004,0,0.000854,0.388845,0.033332,0.422177,0.049193,3
Chilko-S/Chilko-ES,2005,0,0.00072,0.262807,0.038008,0.300815,0.285065,3
Chilko-S/Chilko-ES,2006,0,0.004234551,4.459629,0.338784,4.798413,0.261918,3
Chilko-S/Chilko-ES,2007,0,0.002369218,1.054561,NA,NA,0.156518,3
Chilko-S/Chilko-ES,2008,NA,NA,NA,NA,NA,0.068731,3
Chilko-S/Chilko-ES,2009,NA,NA,NA,NA,NA,0.127367,3
Chilko-S/Chilko-ES,2010,NA,NA,NA,NA,NA,1.18154,3
Chilko-S/Chilko-ES,2011,NA,NA,NA,NA,NA,0.457653,3
Chilko-S/Chilko-ES,2012,NA,NA,NA,NA,NA,0.090758,3
Chilko-S/Chilko-ES,2013,NA,NA,NA,NA,NA,0.624495,3
Seymour-merge with Scotch,1948,0,0,0.029658,0,0.029658,0.00128,19
Seymour-merge with Scotch,1949,0,0.000733,0.025617,0,0.025617,0.003476,19
Seymour-merge with Scotch,1950,0,0.000909,0.161081,0,0.161081,0.004697,19
Seymour-merge with Scotch,1951,0,0.000125,0.067964,0.000731,0.068695,0.011504,19
Seymour-merge with Scotch,1952,0,0.000093,0.011156,0,0.011156,0.00278,19
Seymour-merge with Scotch,1953,0,0.00015,0.04487,0,0.04487,0.002907,19
Seymour-merge with Scotch,1954,0,0.023882,0.428958,0.003444,0.432402,0.012463,19
Seymour-merge with Scotch,1955,0,0.000372,0.308775,0.00055,0.309325,0.005178,19
Seymour-merge with Scotch,1956,0,0.000026,0.010971,0.001766,0.012737,0.001102,19
Seymour-merge with Scotch,1957,0,0.000262,0.011959,0,0.011959,0.007106,19
Seymour-merge with Scotch,1958,0,0.006184,0.188824,0.00051,0.189334,0.044285,19
Seymour-merge with Scotch,1959,0,0.000409,0.175192,0.000368,0.17556,0.025473,19
Seymour-merge with Scotch,1960,0,0.000051,0.008697,0,0.008697,0.001862,19
Seymour-merge with Scotch,1961,0,0.000055,0.025649,0,0.025649,0.001957,19
Seymour-merge with Scotch,1962,0,0.002939,0.169778,0.000572,0.17035,0.027411,19
Seymour-merge with Scotch,1963,0,0.000147,0.112265,0.001674,0.113939,0.026742,19
Seymour-merge with Scotch,1964,0,0,0.017994,0.000504,0.018498,0.001321,19
Seymour-merge with Scotch,1965,0,0.000183,0.034707,0,0.034707,0.00255,19
Seymour-merge with Scotch,1966,0,0.000658,0.139745,0.001425,0.14117,0.012943,19
Seymour-merge with Scotch,1967,0,0.000066,0.216733,0.002954,0.219687,0.007264,19
Seymour-merge with Scotch,1968,0,0,0.021963,0.000145,0.022108,0.002064,19
Seymour-merge with Scotch,1969,0,0.000258,0.014617,0,0.014617,0.003276,19
Seymour-merge with Scotch,1970,0,0.00047,0.223705,0,0.223705,0.003603,19
Seymour-merge with Scotch,1971,0,0.001341,0.132035,0.001934,0.133969,0.009463,19
Seymour-merge with Scotch,1972,0,0.00032,0.056465,0,0.056465,0.001418,19
Seymour-merge with Scotch,1973,0,0.000419,0.024381,0,0.024381,0.00115,19
Seymour-merge with Scotch,1974,0,0.001353,0.247377,0,0.247377,0.025096,19
Seymour-merge with Scotch,1975,0,0.001665,0.175012,0.004007,0.179019,0.015756,19
Seymour-merge with Scotch,1976,0,0.000038,0.018193,0.000191,0.018384,0.004898,19
Seymour-merge with Scotch,1977,0,0.000135,0.053835,0.001444,0.055279,0.002883,19
Seymour-merge with Scotch,1978,0,0.00073,0.256211,0.004984,0.261195,0.030757,19
Seymour-merge with Scotch,1979,0,0.000085,0.092992,0.042223,0.135215,0.024866,19
Seymour-merge with Scotch,1980,0,0.00001,0.045127,0.007711,0.052838,0.004616,19
Seymour-merge with Scotch,1981,0,0,0.026268,0,0.026268,0.005354,19
Seymour-merge with Scotch,1982,0,0.002737,0.492244,0.013474,0.505718,0.027219,19
Seymour-merge with Scotch,1983,0,0.003003,0.261161,0.007562,0.268723,0.014014,19
Seymour-merge with Scotch,1984,0,0.000174,0.035743,0.0001,0.035843,0.009148,19
Seymour-merge with Scotch,1985,0,0.000332,0.032018,0.011226,0.043244,0.002684,19
Seymour-merge with Scotch,1986,0,0.001132,0.811714,0.011322,0.823036,0.057017,19
Seymour-merge with Scotch,1987,0,0.000314,0.416101,0.025805,0.441906,0.04108,19
Seymour-merge with Scotch,1988,0,0,0.009027,0.001816,0.010843,0.007989,19
Seymour-merge with Scotch,1989,0,0.000068,0.018809,0,0.018809,0.002864,19
Seymour-merge with Scotch,1990,0,0.000136,0.272278,0.006413,0.278691,0.108234,19
Seymour-merge with Scotch,1991,0,0,0.08431,0.011139,0.095449,0.060797,19
Seymour-merge with Scotch,1992,0,0,0.015128,0.002778,0.017906,0.003586,19
Seymour-merge with Scotch,1993,0,0,0.006251,0.002465,0.008716,0.00495,19
Seymour-merge with Scotch,1994,0,0,0.169885,0.002662,0.172547,0.019152,19
Seymour-merge with Scotch,1995,0,0.000017,0.064323,0.0017,0.066023,0.023901,19
Seymour-merge with Scotch,1996,0,0,0.032991,0.006479,0.03947,0.00959,19
Seymour-merge with Scotch,1997,0,0,0.001944,0,0.001944,0.000836,19
Seymour-merge with Scotch,1998,0,0.000182,0.210538,0.003684,0.214222,0.014548,19
Seymour-merge with Scotch,1999,0,0.000032,0.105903,0.027996,0.133899,0.010072,19
Seymour-merge with Scotch,2000,0,0,0.058537,0.001026,0.059563,0.01186,19
Seymour-merge with Scotch,2001,0,0,0.014842,0.0042,0.019042,0.003743,19
Seymour-merge with Scotch,2002,0,0.000851,0.497726,0.009077,0.506803,0.055465,19
Seymour-merge with Scotch,2003,0,0,0.011206,0.00087,0.012076,0.018483,19
Seymour-merge with Scotch,2004,0,0,0.006671,0.000247,0.006918,0.000762,19
Seymour-merge with Scotch,2005,0,0,0.007842,0,0.007842,0.002326,19
Seymour-merge with Scotch,2006,0,0.000551,1.070611,0.022111,1.092722,0.057783,19
Seymour-merge with Scotch,2007,0,0,0.01806,NA,NA,0.005905,19
Seymour-merge with Scotch,2008,NA,NA,NA,NA,NA,0.000311,19
Seymour-merge with Scotch,2009,NA,NA,NA,NA,NA,0.003093,19
Seymour-merge with Scotch,2010,NA,NA,NA,NA,NA,0.287496,19
Seymour-merge with Scotch,2011,NA,NA,NA,NA,NA,0.007994,19
Seymour-merge with Scotch,2012,NA,NA,NA,NA,NA,0.000264,19
Seymour-merge with Scotch,2013,NA,NA,NA,NA,NA,0.013883,19
Shuswap-L,1948,0,0,0.022876,0.005454,0.02833,0.008502,18
Shuswap-L,1949,0,0.005415,0.021384,0,0.021384,0.002011,18
Shuswap-L,1950,0,0.594356,9.303676,0.012645,9.316321,0.583072,18
Shuswap-L,1951,0,0.00729,0.519779,0.002251,0.52203,0.082094,18
Shuswap-L,1952,0,0.001481,0.01432,0.002131,0.016451,0.004211,18
Shuswap-L,1953,0,0.001456,0.029571,0,0.029571,0.001623,18
Shuswap-L,1954,0,0.71472,15.095741,0.01206,15.107801,1.06764,18
Shuswap-L,1955,0,0.011116,0.853267,0.000609,0.853876,0.044634,18
Shuswap-L,1956,0,0.000555,0.006961,0.000458,0.007419,0.002103,18
Shuswap-L,1957,0,0.000016,0.002206,0,0.002206,0.001651,18
Shuswap-L,1958,0,0.123575,2.076776,0.004097,2.080873,1.128919,18
Shuswap-L,1959,0,0.007679,0.374501,0.000106,0.374607,0.08927,18
Shuswap-L,1960,0,0.000201,0.002333,0,0.002333,0.001322,18
Shuswap-L,1961,0,0.000204,0.006996,0,0.006996,0.000854,18
Shuswap-L,1962,0,0.090241,2.74025,0.010891,2.751141,0.652104,18
Shuswap-L,1963,0,0.078928,3.047429,0.003663,3.051092,0.080246,18
Shuswap-L,1964,0,0.002346,0.017103,0.000177,0.01728,0.000345,18
Shuswap-L,1965,0,0.000496,0.024312,0,0.024312,0.001332,18
Shuswap-L,1966,0,0.096198,3.914887,0.022138,3.937025,0.661765,18
Shuswap-L,1967,0,0.065955,3.108302,0.008076,3.116378,0.402452,18
Shuswap-L,1968,0,0.000222,0.020709,0.000074,0.020783,0.002713,18
Shuswap-L,1969,0,0.001625,0.027967,0,0.027967,0.003166,18
Shuswap-L,1970,0,0.173639,5.373956,0.002667,5.376623,0.787577,18
Shuswap-L,1971,0,0.021467,0.680311,0.000128,0.680439,0.159119,18
Shuswap-L,1972,0,0.004098,0.038342,0.002065,0.040407,0.002155,18
